example_id,complex_name,path,generated_chain,context_chain
ame:6cwl__1__1.A__1.C,6cwl__1__1.A__1.C,structures/ame/6cwl__1__1.A__1.C.cif,1.A,1.A
ame:6cwn__1__1.A__1.B,6cwn__1__1.A__1.B,structures/ame/6cwn__1__1.A__1.B.cif,1.A,1.A
ame:6cwr__1__1.A__1.B,6cwr__1__1.A__1.B,structures/ame/6cwr__1__1.A__1.B.cif,1.A,1.A
ame:6czi__1__1.A__1.C,6czi__1__1.A__1.C,structures/ame/6czi__1__1.A__1.C.cif,1.A,1.A
ame:6d03__1__1.D__1.Y,6d03__1__1.D__1.Y,structures/ame/6d03__1__1.D__1.Y.cif,1.D,1.D
ame:6d04__1__1.C__1.K,6d04__1__1.C__1.K,structures/ame/6d04__1__1.C__1.K.cif,1.C,1.C
ame:6d04__1__1.C__1.U,6d04__1__1.C__1.U,structures/ame/6d04__1__1.C__1.U.cif,1.C,1.C
ame:6d05__1__1.C__1.K,6d05__1__1.C__1.K,structures/ame/6d05__1__1.C__1.K.cif,1.C,1.C
ame:6d05__1__1.C__1.U,6d05__1__1.C__1.U,structures/ame/6d05__1__1.C__1.U.cif,1.C,1.C
ame:6d63__5__1.J__1.O,6d63__5__1.J__1.O,structures/ame/6d63__5__1.J__1.O.cif,1.J,1.J
ame:6dda__3__1.C__1.R,6dda__3__1.C__1.R,structures/ame/6dda__3__1.C__1.R.cif,1.C,1.C
ame:6dfe__2__1.B__1.D,6dfe__2__1.B__1.D,structures/ame/6dfe__2__1.B__1.D.cif,1.B,1.B
ame:6dfe__2__1.B__1.F,6dfe__2__1.B__1.F,structures/ame/6dfe__2__1.B__1.F.cif,1.B,1.B
ame:6dgj__1__1.A__1.B,6dgj__1__1.A__1.B,structures/ame/6dgj__1__1.A__1.B.cif,1.A,1.A
ame:6djz__1__1.B__1.Q,6djz__1__1.B__1.Q,structures/ame/6djz__1__1.B__1.Q.cif,1.B,1.B
ame:6dk0__1__1.C__1.V,6dk0__1__1.C__1.V,structures/ame/6dk0__1__1.C__1.V.cif,1.C,1.C
ame:6dk1__1__1.C__1.X,6dk1__1__1.C__1.X,structures/ame/6dk1__1__1.C__1.X.cif,1.C,1.C
ame:6dmy__1__1.B__1.K,6dmy__1__1.B__1.K,structures/ame/6dmy__1__1.B__1.K.cif,1.B,1.B
ame:6do0__1__1.A_1.B__1.C,6do0__1__1.A_1.B__1.C,structures/ame/6do0__1__1.A_1.B__1.C.cif,"1.B,1.A","1.B,1.A"
ame:6dpq__2__1.B__1.G,6dpq__2__1.B__1.G,structures/ame/6dpq__2__1.B__1.G.cif,1.B,1.B
ame:6dpr__2__1.B__1.J,6dpr__2__1.B__1.J,structures/ame/6dpr__2__1.B__1.J.cif,1.B,1.B
ame:6dxh__1__1.A__1.J,6dxh__1__1.A__1.J,structures/ame/6dxh__1__1.A__1.J.cif,1.A,1.A
ame:6dxt__1__1.A__1.C,6dxt__1__1.A__1.C,structures/ame/6dxt__1__1.A__1.C.cif,1.A,1.A
ame:6e1a__1__1.A__1.D,6e1a__1__1.A__1.D,structures/ame/6e1a__1__1.A__1.D.cif,1.A,1.A
ame:6e4l__1__1.A__1.J,6e4l__1__1.A__1.J,structures/ame/6e4l__1__1.A__1.J.cif,1.A,1.A
ame:6e9o__1__1.A__1.C,6e9o__1__1.A__1.C,structures/ame/6e9o__1__1.A__1.C.cif,1.A,1.A
ame:6eas__1__1.A__1.B,6eas__1__1.A__1.B,structures/ame/6eas__1__1.A__1.B.cif,1.A,1.A
ame:6ebv__1__1.A_1.C__1.F,6ebv__1__1.A_1.C__1.F,structures/ame/6ebv__1__1.A_1.C__1.F.cif,"1.C,1.A","1.C,1.A"
ame:6ef6__1__1.A__1.C,6ef6__1__1.A__1.C,structures/ame/6ef6__1__1.A__1.C.cif,1.A,1.A
ame:6efh__1__1.B__1.G,6efh__1__1.B__1.G,structures/ame/6efh__1__1.B__1.G.cif,1.B,1.B
ame:6ejp__2__1.D__1.K,6ejp__2__1.D__1.K,structures/ame/6ejp__2__1.D__1.K.cif,1.D,1.D
ame:6en4__1__1.C_1.D__1.H,6en4__1__1.C_1.D__1.H,structures/ame/6en4__1__1.C_1.D__1.H.cif,"1.C,1.D","1.C,1.D"
ame:6enk__1__1.A__1.E,6enk__1__1.A__1.E,structures/ame/6enk__1__1.A__1.E.cif,1.A,1.A
ame:6enx__1__1.A__1.D,6enx__1__1.A__1.D,structures/ame/6enx__1__1.A__1.D.cif,1.A,1.A
ame:6eo0__3__1.C__1.N,6eo0__3__1.C__1.N,structures/ame/6eo0__3__1.C__1.N.cif,1.C,1.C
ame:6eor__2__1.D__1.H,6eor__2__1.D__1.H,structures/ame/6eor__2__1.D__1.H.cif,1.D,1.D
ame:6epj__1__1.A__1.B,6epj__1__1.A__1.B,structures/ame/6epj__1__1.A__1.B.cif,1.A,1.A
ame:6epr__1__1.A__1.B,6epr__1__1.A__1.B,structures/ame/6epr__1__1.A__1.B.cif,1.A,1.A
ame:6eps__1__1.A__1.B,6eps__1__1.A__1.B,structures/ame/6eps__1__1.A__1.B.cif,1.A,1.A
ame:6ept__1__1.A__1.C,6ept__1__1.A__1.C,structures/ame/6ept__1__1.A__1.C.cif,1.A,1.A
ame:6ept__1__1.A__1.D,6ept__1__1.A__1.D,structures/ame/6ept__1__1.A__1.D.cif,1.A,1.A
ame:6epu__1__1.A__1.C,6epu__1__1.A__1.C,structures/ame/6epu__1__1.A__1.C.cif,1.A,1.A
ame:6epv__1__1.A__1.C,6epv__1__1.A__1.C,structures/ame/6epv__1__1.A__1.C.cif,1.A,1.A
ame:6epw__1__1.A__1.C,6epw__1__1.A__1.C,structures/ame/6epw__1__1.A__1.C.cif,1.A,1.A
ame:6epx__1__1.A__1.C,6epx__1__1.A__1.C,structures/ame/6epx__1__1.A__1.C.cif,1.A,1.A
ame:6et8__2__1.B__1.D,6et8__2__1.B__1.D,structures/ame/6et8__2__1.B__1.D.cif,1.B,1.B
ame:6euf__1__1.A__1.E,6euf__1__1.A__1.E,structures/ame/6euf__1__1.A__1.E.cif,1.A,1.A
ame:6euf__2__1.B__1.F,6euf__2__1.B__1.F,structures/ame/6euf__2__1.B__1.F.cif,1.B,1.B
ame:6eug__1__1.A__1.B,6eug__1__1.A__1.B,structures/ame/6eug__1__1.A__1.B.cif,1.A,1.A
ame:6euh__2__1.B__1.F,6euh__2__1.B__1.F,structures/ame/6euh__2__1.B__1.F.cif,1.B,1.B
ame:6eui__1__1.A__1.C,6eui__1__1.A__1.C,structures/ame/6eui__1__1.A__1.C.cif,1.A,1.A
ame:6eut__1__1.B__1.F,6eut__1__1.B__1.F,structures/ame/6eut__1__1.B__1.F.cif,1.B,1.B
ame:6ev0__1__1.A_1.B__1.F,6ev0__1__1.A_1.B__1.F,structures/ame/6ev0__1__1.A_1.B__1.F.cif,"1.B,1.A","1.B,1.A"
ame:6ev0__1__1.B__1.E,6ev0__1__1.B__1.E,structures/ame/6ev0__1__1.B__1.E.cif,1.B,1.B
ame:6evq__1__1.A_1.B__1.C,6evq__1__1.A_1.B__1.C,structures/ame/6evq__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:6exk__1__1.B__1.F,6exk__1__1.B__1.F,structures/ame/6exk__1__1.B__1.F.cif,1.B,1.B
ame:6exl__1__1.B__1.G,6exl__1__1.B__1.G,structures/ame/6exl__1__1.B__1.G.cif,1.B,1.B
ame:6exm__1__1.A__1.C,6exm__1__1.A__1.C,structures/ame/6exm__1__1.A__1.C.cif,1.A,1.A
ame:6exw__2__1.B__1.F,6exw__2__1.B__1.F,structures/ame/6exw__2__1.B__1.F.cif,1.B,1.B
ame:6ezo__1__1.C_1.D_1.G_1.H__1.K,6ezo__1__1.C_1.D_1.G_1.H__1.K,structures/ame/6ezo__1__1.C_1.D_1.G_1.H__1.K.cif,"1.D,1.C,1.G,1.H","1.D,1.C,1.G,1.H"
ame:6f0e__1__1.A__1.B,6f0e__1__1.A__1.B,structures/ame/6f0e__1__1.A__1.B.cif,1.A,1.A
ame:6f2w__1__1.A__1.C,6f2w__1__1.A__1.C,structures/ame/6f2w__1__1.A__1.C.cif,1.A,1.A
ame:6f7b__1__1.A__1.B,6f7b__1__1.A__1.B,structures/ame/6f7b__1__1.A__1.B.cif,1.A,1.A
ame:6f7i__1__1.B__1.G,6f7i__1__1.B__1.G,structures/ame/6f7i__1__1.B__1.G.cif,1.B,1.B
ame:6f7k__1__1.E__1.L,6f7k__1__1.E__1.L,structures/ame/6f7k__1__1.E__1.L.cif,1.E,1.E
ame:6f87__1__1.A__1.F,6f87__1__1.A__1.F,structures/ame/6f87__1__1.A__1.F.cif,1.A,1.A
ame:6f8y__2__1.B__1.F,6f8y__2__1.B__1.F,structures/ame/6f8y__2__1.B__1.F.cif,1.B,1.B
ame:6fap__3__1.C__1.O,6fap__3__1.C__1.O,structures/ame/6fap__3__1.C__1.O.cif,1.C,1.C
ame:6fcq__1__1.A__1.B,6fcq__1__1.A__1.B,structures/ame/6fcq__1__1.A__1.B.cif,1.A,1.A
ame:6ffm__1__1.A__1.B,6ffm__1__1.A__1.B,structures/ame/6ffm__1__1.A__1.B.cif,1.A,1.A
ame:6fi0__2__1.B__1.L,6fi0__2__1.B__1.L,structures/ame/6fi0__2__1.B__1.L.cif,1.B,1.B
ame:6fne__1__1.A__1.C,6fne__1__1.A__1.C,structures/ame/6fne__1__1.A__1.C.cif,1.A,1.A
ame:6fr2__1__1.A__1.B,6fr2__1__1.A__1.B,structures/ame/6fr2__1__1.A__1.B.cif,1.A,1.A
ame:6ftf__1__1.A__1.F,6ftf__1__1.A__1.F,structures/ame/6ftf__1__1.A__1.F.cif,1.A,1.A
ame:6fux__1__1.A__1.D,6fux__1__1.A__1.D,structures/ame/6fux__1__1.A__1.D.cif,1.A,1.A
ame:6fx1__1__1.A__1.Z,6fx1__1__1.A__1.Z,structures/ame/6fx1__1__1.A__1.Z.cif,1.A,1.A
ame:6fx1__2__1.D_1.E__1.P,6fx1__2__1.D_1.E__1.P,structures/ame/6fx1__2__1.D_1.E__1.P.cif,"1.E,1.D","1.E,1.D"
ame:6fx1__4__1.J_1.K__1.V,6fx1__4__1.J_1.K__1.V,structures/ame/6fx1__4__1.J_1.K__1.V.cif,"1.J,1.K","1.J,1.K"
ame:6fx1__4__1.J_1.L__1.X,6fx1__4__1.J_1.L__1.X,structures/ame/6fx1__4__1.J_1.L__1.X.cif,"1.L,1.J","1.L,1.J"
ame:6fx2__2__2.B_3.B__2.D,6fx2__2__2.B_3.B__2.D,structures/ame/6fx2__2__2.B_3.B__2.D.cif,"2.B,3.B","2.B,3.B"
ame:6fx3__2__1.B_2.B__1.D,6fx3__2__1.B_2.B__1.D,structures/ame/6fx3__2__1.B_2.B__1.D.cif,"1.B,2.B","1.B,2.B"
ame:6g24__1__1.A__1.B,6g24__1__1.A__1.B,structures/ame/6g24__1__1.A__1.B.cif,1.A,1.A
ame:6g25__1__1.A__1.B,6g25__1__1.A__1.B,structures/ame/6g25__1__1.A__1.B.cif,1.A,1.A
ame:6g27__1__1.A__1.B,6g27__1__1.A__1.B,structures/ame/6g27__1__1.A__1.B.cif,1.A,1.A
ame:6g29__1__1.A__1.B,6g29__1__1.A__1.B,structures/ame/6g29__1__1.A__1.B.cif,1.A,1.A
ame:6g2b__1__1.A__1.B,6g2b__1__1.A__1.B,structures/ame/6g2b__1__1.A__1.B.cif,1.A,1.A
ame:6g2c__1__1.A__1.B,6g2c__1__1.A__1.B,structures/ame/6g2c__1__1.A__1.B.cif,1.A,1.A
ame:6g2e__1__1.A__1.B,6g2e__1__1.A__1.B,structures/ame/6g2e__1__1.A__1.B.cif,1.A,1.A
ame:6g2f__1__1.A__1.B,6g2f__1__1.A__1.B,structures/ame/6g2f__1__1.A__1.B.cif,1.A,1.A
ame:6g2o__1__1.A__1.B,6g2o__1__1.A__1.B,structures/ame/6g2o__1__1.A__1.B.cif,1.A,1.A
ame:6g2r__2__1.B__1.F,6g2r__2__1.B__1.F,structures/ame/6g2r__2__1.B__1.F.cif,1.B,1.B
ame:6g2s__2__1.B__1.L,6g2s__2__1.B__1.L,structures/ame/6g2s__2__1.B__1.L.cif,1.B,1.B
ame:6g34__1__1.A__1.B,6g34__1__1.A__1.B,structures/ame/6g34__1__1.A__1.B.cif,1.A,1.A
ame:6g35__1__1.A__1.C,6g35__1__1.A__1.C,structures/ame/6g35__1__1.A__1.C.cif,1.A,1.A
ame:6g36__1__1.A__1.B,6g36__1__1.A__1.B,structures/ame/6g36__1__1.A__1.B.cif,1.A,1.A
ame:6g37__1__1.A__1.C,6g37__1__1.A__1.C,structures/ame/6g37__1__1.A__1.C.cif,1.A,1.A
ame:6g38__1__1.A__1.B,6g38__1__1.A__1.B,structures/ame/6g38__1__1.A__1.B.cif,1.A,1.A
ame:6g39__1__1.A__1.C,6g39__1__1.A__1.C,structures/ame/6g39__1__1.A__1.C.cif,1.A,1.A
ame:6g3a__1__1.A__1.D,6g3a__1__1.A__1.D,structures/ame/6g3a__1__1.A__1.D.cif,1.A,1.A
ame:6g3y__1__1.A__1.D,6g3y__1__1.A__1.D,structures/ame/6g3y__1__1.A__1.D.cif,1.A,1.A
ame:6g40__3__1.C__1.K,6g40__3__1.C__1.K,structures/ame/6g40__3__1.C__1.K.cif,1.C,1.C
ame:6g5j__1__1.A__1.E,6g5j__1__1.A__1.E,structures/ame/6g5j__1__1.A__1.E.cif,1.A,1.A
ame:6g5n__1__1.A__1.H,6g5n__1__1.A__1.H,structures/ame/6g5n__1__1.A__1.H.cif,1.A,1.A
ame:6g5p__1__1.A__1.I,6g5p__1__1.A__1.I,structures/ame/6g5p__1__1.A__1.I.cif,1.A,1.A
ame:6g8g__1__1.A_1.B__1.G,6g8g__1__1.A_1.B__1.G,structures/ame/6g8g__1__1.A_1.B__1.G.cif,"1.A,1.B","1.A,1.B"
ame:6gaz__1__1.A__1.SE,6gaz__1__1.A__1.SE,structures/ame/6gaz__1__1.A__1.SE.cif,1.A,1.A
ame:6gh9__1__1.A__1.E,6gh9__1__1.A__1.E,structures/ame/6gh9__1__1.A__1.E.cif,1.A,1.A
ame:6ghk__1__1.A__1.C,6ghk__1__1.A__1.C,structures/ame/6ghk__1__1.A__1.C.cif,1.A,1.A
ame:6gnn__1__1.B__1.C,6gnn__1__1.B__1.C,structures/ame/6gnn__1__1.B__1.C.cif,1.B,1.B
ame:6gps__1__1.A__1.C,6gps__1__1.A__1.C,structures/ame/6gps__1__1.A__1.C.cif,1.A,1.A
ame:6gpx__2__1.B__1.S,6gpx__2__1.B__1.S,structures/ame/6gpx__2__1.B__1.S.cif,1.B,1.B
ame:6gq1__1__1.EC__1.NC,6gq1__1__1.EC__1.NC,structures/ame/6gq1__1__1.EC__1.NC.cif,1.EC,1.EC
ame:6gq1__1__1.EC__1.OC,6gq1__1__1.EC__1.OC,structures/ame/6gq1__1__1.EC__1.OC.cif,1.EC,1.EC
ame:6gqb__1__1.FC__1.OC,6gqb__1__1.FC__1.OC,structures/ame/6gqb__1__1.FC__1.OC.cif,1.FC,1.FC
ame:6gta__1__1.A__1.G,6gta__1__1.A__1.G,structures/ame/6gta__1__1.A__1.G.cif,1.A,1.A
ame:6gtx__4__1.D__1.H,6gtx__4__1.D__1.H,structures/ame/6gtx__4__1.D__1.H.cif,1.D,1.D
ame:6gty__5__1.E__1.J,6gty__5__1.E__1.J,structures/ame/6gty__5__1.E__1.J.cif,1.E,1.E
ame:6gwf__1__1.A__1.D,6gwf__1__1.A__1.D,structures/ame/6gwf__1__1.A__1.D.cif,1.A,1.A
ame:6gxg__1__1.A__1.D,6gxg__1__1.A__1.D,structures/ame/6gxg__1__1.A__1.D.cif,1.A,1.A
ame:6gxy__2__1.C__1.F,6gxy__2__1.C__1.F,structures/ame/6gxy__2__1.C__1.F.cif,1.C,1.C
ame:6h1i__1__1.A__1.F,6h1i__1__1.A__1.F,structures/ame/6h1i__1__1.A__1.F.cif,1.A,1.A
ame:6h3e__1__1.A__1.B,6h3e__1__1.A__1.B,structures/ame/6h3e__1__1.A__1.B.cif,1.A,1.A
ame:6h4a__1__1.A__1.B,6h4a__1__1.A__1.B,structures/ame/6h4a__1__1.A__1.B.cif,1.A,1.A
ame:6h4f__1__1.A__1.M,6h4f__1__1.A__1.M,structures/ame/6h4f__1__1.A__1.M.cif,1.A,1.A
ame:6h4m__4__1.F__1.IA,6h4m__4__1.F__1.IA,structures/ame/6h4m__4__1.F__1.IA.cif,1.F,1.F
ame:6h96__1__1.A__1.C,6h96__1__1.A__1.C,structures/ame/6h96__1__1.A__1.C.cif,1.A,1.A
ame:6hai__1__1.A__1.D,6hai__1__1.A__1.D,structures/ame/6hai__1__1.A__1.D.cif,1.A,1.A
ame:6haz__1__1.B__1.E,6haz__1__1.B__1.E,structures/ame/6haz__1__1.B__1.E.cif,1.B,1.B
ame:6hb5__1__1.A__1.C,6hb5__1__1.A__1.C,structures/ame/6hb5__1__1.A__1.C.cif,1.A,1.A
ame:6hb6__1__1.B__1.G,6hb6__1__1.B__1.G,structures/ame/6hb6__1__1.B__1.G.cif,1.B,1.B
ame:6hb7__1__1.B__1.H,6hb7__1__1.B__1.H,structures/ame/6hb7__1__1.B__1.H.cif,1.B,1.B
ame:6hdn__1__1.A__1.G,6hdn__1__1.A__1.G,structures/ame/6hdn__1__1.A__1.G.cif,1.A,1.A
ame:6hdo__1__1.A__1.D,6hdo__1__1.A__1.D,structures/ame/6hdo__1__1.A__1.D.cif,1.A,1.A
ame:6he6__1__1.A__1.C,6he6__1__1.A__1.C,structures/ame/6he6__1__1.A__1.C.cif,1.A,1.A
ame:6hgv__1__2.A__2.C,6hgv__1__2.A__2.C,structures/ame/6hgv__1__2.A__2.C.cif,2.A,2.A
ame:6hgw__1__2.A__2.B,6hgw__1__2.A__2.B,structures/ame/6hgw__1__2.A__2.B.cif,2.A,2.A
ame:6hgx__1__1.A__1.C,6hgx__1__1.A__1.C,structures/ame/6hgx__1__1.A__1.C.cif,1.A,1.A
ame:6hh6__1__1.A__1.B,6hh6__1__1.A__1.B,structures/ame/6hh6__1__1.A__1.B.cif,1.A,1.A
ame:6hi3__1__1.A__1.B,6hi3__1__1.A__1.B,structures/ame/6hi3__1__1.A__1.B.cif,1.A,1.A
ame:6hi4__1__1.A__1.B,6hi4__1__1.A__1.B,structures/ame/6hi4__1__1.A__1.B.cif,1.A,1.A
ame:6hi5__1__1.A__1.F,6hi5__1__1.A__1.F,structures/ame/6hi5__1__1.A__1.F.cif,1.A,1.A
ame:6hi6__1__1.A__1.D,6hi6__1__1.A__1.D,structures/ame/6hi6__1__1.A__1.D.cif,1.A,1.A
ame:6hi7__1__1.A__1.D,6hi7__1__1.A__1.D,structures/ame/6hi7__1__1.A__1.D.cif,1.A,1.A
ame:6hi8__1__1.A__1.C,6hi8__1__1.A__1.C,structures/ame/6hi8__1__1.A__1.C.cif,1.A,1.A
ame:6hia__1__1.A__1.B,6hia__1__1.A__1.B,structures/ame/6hia__1__1.A__1.B.cif,1.A,1.A
ame:6hid__1__1.A__1.D,6hid__1__1.A__1.D,structures/ame/6hid__1__1.A__1.D.cif,1.A,1.A
ame:6hie__1__1.A__1.B,6hie__1__1.A__1.B,structures/ame/6hie__1__1.A__1.B.cif,1.A,1.A
ame:6hk6__1__1.A__1.K,6hk6__1__1.A__1.K,structures/ame/6hk6__1__1.A__1.K.cif,1.A,1.A
ame:6hlx__1__1.A__1.E,6hlx__1__1.A__1.E,structures/ame/6hlx__1__1.A__1.E.cif,1.A,1.A
ame:6hly__1__1.A__1.K,6hly__1__1.A__1.K,structures/ame/6hly__1__1.A__1.K.cif,1.A,1.A
ame:6hlz__1__1.A__1.HA,6hlz__1__1.A__1.HA,structures/ame/6hlz__1__1.A__1.HA.cif,1.A,1.A
ame:6hm2__5__1.E__1.W,6hm2__5__1.E__1.W,structures/ame/6hm2__5__1.E__1.W.cif,1.E,1.E
ame:6hmk__1__1.A__1.I,6hmk__1__1.A__1.I,structures/ame/6hmk__1__1.A__1.I.cif,1.A,1.A
ame:6hmm__1__1.A__1.E,6hmm__1__1.A__1.E,structures/ame/6hmm__1__1.A__1.E.cif,1.A,1.A
ame:6hmn__1__1.A__1.D,6hmn__1__1.A__1.D,structures/ame/6hmn__1__1.A__1.D.cif,1.A,1.A
ame:6hnq__2__1.L__1.QA,6hnq__2__1.L__1.QA,structures/ame/6hnq__2__1.L__1.QA.cif,1.L,1.L
ame:6hrw__1__1.A__1.C,6hrw__1__1.A__1.C,structures/ame/6hrw__1__1.A__1.C.cif,1.A,1.A
ame:6hrx__1__1.A__1.C,6hrx__1__1.A__1.C,structures/ame/6hrx__1__1.A__1.C.cif,1.A,1.A
ame:6hry__1__1.B__1.D,6hry__1__1.B__1.D,structures/ame/6hry__1__1.B__1.D.cif,1.B,1.B
ame:6hs0__1__1.A__1.C,6hs0__1__1.A__1.C,structures/ame/6hs0__1__1.A__1.C.cif,1.A,1.A
ame:6hs1__1__1.B__1.C,6hs1__1__1.B__1.C,structures/ame/6hs1__1__1.B__1.C.cif,1.B,1.B
ame:6hyi__1__1.A__1.C,6hyi__1__1.A__1.C,structures/ame/6hyi__1__1.A__1.C.cif,1.A,1.A
ame:6hyq__1__1.A__1.E,6hyq__1__1.A__1.E,structures/ame/6hyq__1__1.A__1.E.cif,1.A,1.A
ame:6hyq__1__1.A__1.F,6hyq__1__1.A__1.F,structures/ame/6hyq__1__1.A__1.F.cif,1.A,1.A
ame:6hyq__2__1.B__1.G,6hyq__2__1.B__1.G,structures/ame/6hyq__2__1.B__1.G.cif,1.B,1.B
ame:6hyq__2__1.B__1.H,6hyq__2__1.B__1.H,structures/ame/6hyq__2__1.B__1.H.cif,1.B,1.B
ame:6hyq__3__1.C__1.J,6hyq__3__1.C__1.J,structures/ame/6hyq__3__1.C__1.J.cif,1.C,1.C
ame:6hyq__3__1.C__1.K,6hyq__3__1.C__1.K,structures/ame/6hyq__3__1.C__1.K.cif,1.C,1.C
ame:6hyq__4__1.D__1.L,6hyq__4__1.D__1.L,structures/ame/6hyq__4__1.D__1.L.cif,1.D,1.D
ame:6hyq__4__1.D__1.M,6hyq__4__1.D__1.M,structures/ame/6hyq__4__1.D__1.M.cif,1.D,1.D
ame:6i02__1__1.A_1.B__1.C,6i02__1__1.A_1.B__1.C,structures/ame/6i02__1__1.A_1.B__1.C.cif,"1.B,1.A","1.B,1.A"
ame:6i5g__1__2.B__2.P,6i5g__1__2.B__2.P,structures/ame/6i5g__1__2.B__2.P.cif,2.B,2.B
ame:6i5y__1__1.B__1.E,6i5y__1__1.B__1.E,structures/ame/6i5y__1__1.B__1.E.cif,1.B,1.B
ame:6i8m__1__1.A__1.B,6i8m__1__1.A__1.B,structures/ame/6i8m__1__1.A__1.B.cif,1.A,1.A
ame:6i8t__1__1.A__1.B,6i8t__1__1.A__1.B,structures/ame/6i8t__1__1.A__1.B.cif,1.A,1.A
ame:6i9a__2__1.B__1.T,6i9a__2__1.B__1.T,structures/ame/6i9a__2__1.B__1.T.cif,1.B,1.B
ame:6ibz__1__1.A__1.D,6ibz__1__1.A__1.D,structures/ame/6ibz__1__1.A__1.D.cif,1.A,1.A
ame:6ibz__1__1.A__1.E,6ibz__1__1.A__1.E,structures/ame/6ibz__1__1.A__1.E.cif,1.A,1.A
ame:6ic6__1__4.A_4.B_4.C__4.H,6ic6__1__4.A_4.B_4.C__4.H,structures/ame/6ic6__1__4.A_4.B_4.C__4.H.cif,"4.A,4.B,4.C","4.A,4.B,4.C"
ame:6iez__1__1.A__1.B,6iez__1__1.A__1.B,structures/ame/6iez__1__1.A__1.B.cif,1.A,1.A
ame:6if0__1__1.A__1.B,6if0__1__1.A__1.B,structures/ame/6if0__1__1.A__1.B.cif,1.A,1.A
ame:6ig4__1__1.A__1.C,6ig4__1__1.A__1.C,structures/ame/6ig4__1__1.A__1.C.cif,1.A,1.A
ame:6iik__1__1.B__1.D,6iik__1__1.B__1.D,structures/ame/6iik__1__1.B__1.D.cif,1.B,1.B
ame:6iil__1__1.A__1.C,6iil__1__1.A__1.C,structures/ame/6iil__1__1.A__1.C.cif,1.A,1.A
ame:6iim__1__1.A__1.C,6iim__1__1.A__1.C,structures/ame/6iim__1__1.A__1.C.cif,1.A,1.A
ame:6iin__1__1.A__1.C,6iin__1__1.A__1.C,structures/ame/6iin__1__1.A__1.C.cif,1.A,1.A
ame:6ime__1__1.A_1.B__1.C,6ime__1__1.A_1.B__1.C,structures/ame/6ime__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:6irt__1__1.B__1.I,6irt__1__1.B__1.I,structures/ame/6irt__1__1.B__1.I.cif,1.B,1.B
ame:6j1t__1__1.A__1.C,6j1t__1__1.A__1.C,structures/ame/6j1t__1__1.A__1.C.cif,1.A,1.A
ame:6j1u__1__1.A__1.D,6j1u__1__1.A__1.D,structures/ame/6j1u__1__1.A__1.D.cif,1.A,1.A
ame:6j2m__1__1.A__1.B,6j2m__1__1.A__1.B,structures/ame/6j2m__1__1.A__1.B.cif,1.A,1.A
ame:6j4q__1__1.A__1.I,6j4q__1__1.A__1.I,structures/ame/6j4q__1__1.A__1.I.cif,1.A,1.A
ame:6j81__1__1.A__1.B,6j81__1__1.A__1.B,structures/ame/6j81__1__1.A__1.B.cif,1.A,1.A
ame:6j8w__2__1.D__1.F,6j8w__2__1.D__1.F,structures/ame/6j8w__2__1.D__1.F.cif,1.D,1.D
ame:6jhx__1__1.A__1.C,6jhx__1__1.A__1.C,structures/ame/6jhx__1__1.A__1.C.cif,1.A,1.A
ame:6jlg__1__1.A__1.I,6jlg__1__1.A__1.I,structures/ame/6jlg__1__1.A__1.I.cif,1.A,1.A
ame:6jp5__1__1.A__1.M,6jp5__1__1.A__1.M,structures/ame/6jp5__1__1.A__1.M.cif,1.A,1.A
ame:6jp8__1__1.D__1.M,6jp8__1__1.D__1.M,structures/ame/6jp8__1__1.D__1.M.cif,1.D,1.D
ame:6jpb__1__1.A__1.U,6jpb__1__1.A__1.U,structures/ame/6jpb__1__1.A__1.U.cif,1.A,1.A
ame:6ka2__1__1.A__1.E,6ka2__1__1.A__1.E,structures/ame/6ka2__1__1.A__1.E.cif,1.A,1.A
ame:6kbc__1__1.A__1.B,6kbc__1__1.A__1.B,structures/ame/6kbc__1__1.A__1.B.cif,1.A,1.A
ame:6kjd__1__1.A__1.C,6kjd__1__1.A__1.C,structures/ame/6kjd__1__1.A__1.C.cif,1.A,1.A
ame:6kjf__1__1.A__1.F,6kjf__1__1.A__1.F,structures/ame/6kjf__1__1.A__1.F.cif,1.A,1.A
ame:6kjj__1__1.A__1.B,6kjj__1__1.A__1.B,structures/ame/6kjj__1__1.A__1.B.cif,1.A,1.A
ame:6kjr__1__1.A__1.B,6kjr__1__1.A__1.B,structures/ame/6kjr__1__1.A__1.B.cif,1.A,1.A
ame:6kls__1__1.A_1.B_1.C__1.N,6kls__1__1.A_1.B_1.C__1.N,structures/ame/6kls__1__1.A_1.B_1.C__1.N.cif,"1.A,1.B,1.C","1.A,1.B,1.C"
ame:6kls__1__1.B_1.C_1.D__1.O,6kls__1__1.B_1.C_1.D__1.O,structures/ame/6kls__1__1.B_1.C_1.D__1.O.cif,"1.B,1.C,1.D","1.B,1.C,1.D"
ame:6klv__1__1.A_1.B_1.C__1.H,6klv__1__1.A_1.B_1.C__1.H,structures/ame/6klv__1__1.A_1.B_1.C__1.H.cif,"1.A,1.B,1.C","1.A,1.B,1.C"
ame:6klv__1__1.B_1.C_1.D__1.O,6klv__1__1.B_1.C_1.D__1.O,structures/ame/6klv__1__1.B_1.C_1.D__1.O.cif,"1.B,1.C,1.D","1.B,1.C,1.D"
